,highway,direction,segment_index,accidents,ps,lcv,hv,mc,angle,startwidth,endwidth,startlanes,endlanes,geom
138,D1_1,-,138,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.568428183344807 50.003873846509265,14.568544852571199 50.003824504693874)"
139,D1_1,-,139,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.568544852571199 50.003824504693874,14.568661521559164 50.00377516276013)"
140,D1_1,-,140,0,35547,4599,6925,178,0.7520018850111235,11.0,11.0,3,3,"LINESTRING(14.568661521559164 50.00377516276013,14.568714791512493 50.00375263362828,14.568777167135037 50.003724841686015)"
141,D1_1,-,141,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.568777167135037 50.003724841686015,14.568891952762293 50.0036736978877)"
142,D1_1,-,142,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.568891952762293 50.0036736978877,14.569006738146344 50.003622553974736)"
143,D1_1,-,143,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.569006738146344 50.003622553974736,14.569121523287194 50.00357140994713)"
144,D1_1,-,144,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.569121523287194 50.00357140994713,14.569236308184847 50.003520265804895)"
145,D1_1,-,145,0,35547,4599,6925,178,2.045496446937678,11.0,11.0,3,3,"LINESTRING(14.569236308184847 50.003520265804895,14.5692478735748 50.00351511265861,14.569348179422208 50.003466517324696)"
146,D1_1,-,146,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.569348179422208 50.003466517324696,14.569459723971338 50.003412476941165)"
147,D1_1,-,147,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.569459723971338 50.003412476941165,14.569571268270655 50.003358436449254)"
148,D1_1,-,148,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.569571268270655 50.003358436449254,14.569682812320169 50.00330439584895)"
149,D1_1,-,149,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.569682812320169 50.00330439584895,14.569794356119877 50.00325035514026)"
150,D1_1,-,150,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.569794356119877 50.00325035514026,14.569905899669775 50.0031963143232)"
151,D1_1,-,151,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.569905899669775 50.0031963143232,14.57001744296987 50.00314227339775)"
152,D1_1,-,152,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.57001744296987 50.00314227339775,14.57012898602016 50.003088232363915)"
153,D1_1,-,153,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.57012898602016 50.003088232363915,14.570240528820648 50.003034191221694)"
154,D1_1,-,154,0,35547,4599,6925,178,0.06151350501310244,11.0,11.0,3,3,"LINESTRING(14.570240528820648 50.003034191221694,14.570320790643706 50.00299530519403,14.570351981125036 50.002980072896726)"
155,D1_1,-,155,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.570351981125036 50.002980072896726,14.570463201620585 50.002925756702346)"
156,D1_1,-,156,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.570463201620585 50.002925756702346,14.570574421865782 50.00287144040019)"
